x,scheme,numerical,exact
0.34750000000000003,upwind,0.7492702083313939,1.0000000000000009
0.3525,upwind,0.7299137054500168,0.9999999999999898
0.3575,upwind,0.7090871735180242,1.0000000000000009
0.3625,upwind,0.6869144073269163,1.0000000000000009
0.3675,upwind,0.6635288937148494,1.0000000000000009
0.3725,upwind,0.639072737727252,1.0000000000000009
0.3775,upwind,0.6136953839656698,1.0000000000000009
0.3825,upwind,0.5875521500778936,1.0000000000000009
0.3875,upwind,0.5608025973546107,1.0000000000000009
0.3925,upwind,0.533608770520588,1.0000000000000009
0.3975,upwind,0.5061333447089756,1.0000000000000009
0.4025,upwind,0.4785377220191367,0.0
0.40750000000000003,upwind,0.4509801227933765,0.0
0.41250000000000003,upwind,0.42361371770380113,0.0
0.4175,upwind,0.396584845903456,0.0
0.4225,upwind,0.3700313619380015,0.0
0.4275,upwind,0.34408114998662664,0.0
0.4325,upwind,0.3188508385228595,0.0
0.4375,upwind,0.29444474193053016,0.0
0.4425,upwind,0.2709540482881677,0.0
0.4475,upwind,0.2484562647775857,0.0
0.4525,upwind,0.22701492431311876,0.0
0.4575,upwind,0.2066795493469055,0.0
0.4625,upwind,0.1874858616742033,0.0
0.4675,upwind,0.16945622069162747,0.0
0.47250000000000003,upwind,0.15260026715107508,0.0
0.47750000000000004,upwind,0.1369157451476474,0.0
0.4825,upwind,0.12238947196738287,0.0
0.4875,upwind,0.1089984235285125,0.0
0.4925,upwind,0.09671090245250681,0.0
0.4975,upwind,0.08548775622446218,0.0
0.5025000000000001,upwind,0.07528361433215684,0.0
0.5075000000000001,upwind,0.0660481155640547,0.0
0.5125,upwind,0.05772709963197707,0.0
0.5175,upwind,0.0502637407859324,0.0
0.5225,upwind,0.043599604926340685,0.0
0.5275,upwind,0.03767561571847699,0.0
0.5325,upwind,0.032432919214543485,0.0
0.5375,upwind,0.02781364034842406,0.0
0.5425,upwind,0.023761528267810906,0.0
0.5475,upwind,0.02022249071419052,0.0
0.5525,upwind,0.01714502048537859,0.0
0.5575,upwind,0.01448051937568165,0.0
0.5625,upwind,0.012183526866982937,0.0
0.5675,upwind,0.010211862243033136,0.0
0.5725,upwind,0.008526689739985457,0.0
0.5775,upwind,0.00709251686425943,0.0
0.5825,upwind,0.005877136150442949,0.0
0.5875,upwind,0.004851520450586387,0.0
0.5925,upwind,0.003989681399100693,0.0
0.5975,upwind,0.0032685000424822024,0.0
0.6025,upwind,0.0026675378163896557,0.0
0.6075,upwind,0.0021688351465038386,0.0
0.6125,upwind,0.0017567039910843956,0.0
0.6175,upwind,0.0014175196728505193,0.0
0.6225,upwind,0.001139516399541489,0.0
0.6275000000000001,upwind,0.0009125899730644353,0.0
0.6325000000000001,upwind,0.0007281103565422393,0.0
0.6375000000000001,upwind,0.0005787460205662959,0.0
0.6425,upwind,0.0004583013326311397,0.0
0.6475,upwind,0.0003615676903175089,0.0
0.6525,upwind,0.00028418862851621574,0.0
0.6575,upwind,0.0002225387498930411,0.0
0.6625,upwind,0.0001736160295673902,0.0
0.6675,upwind,0.0001349468216770906,0.0
0.6725,upwind,0.00010450273822655836,0.0
0.6775,upwind,8.062847005538875e-05,0.0
0.6825,upwind,6.197956665305052e-05,0.0
0.6875,upwind,4.7469177010876655e-05,0.0
0.6925,upwind,3.6222769522204306e-05,0.0
0.6975,upwind,2.753988771112659e-05,0.0
0.7025,upwind,2.0862053799954063e-05,0.0
0.7075,upwind,1.574599827440263e-05,0.0
0.7125,upwind,1.1841466069007639e-05,0.0
0.7175,upwind,8.87292505547851e-06,0.0
0.7225,upwind,6.624577268565919e-06,0.0
0.7275,upwind,4.928145565475135e-06,0.0
0.7325,upwind,3.6529766296129277e-06,0.0
0.7375,upwind,2.6980643682387485e-06,0.0
0.7425,upwind,1.985655218932989e-06,0.0
0.7475,upwind,1.456148417553961e-06,0.0
0.7525000000000001,upwind,1.0640499002362772e-06,0.0
0.7575000000000001,upwind,7.747784182253976e-07,0.0
0.7625000000000001,upwind,5.621569769717131e-07,0.0
0.7675000000000001,upwind,4.064522973550555e-07,0.0
0.7725,upwind,2.928501133898463e-07,0.0
0.7775,upwind,2.1027526250707253e-07,0.0
0.7825,upwind,1.5048318386722932e-07,0.0
0.7875,upwind,1.0736409145881267e-07,0.0
0.7925,upwind,7.641317893648014e-08,0.0
0.7975,upwind,5.4330157315566225e-08,0.0
0.8025,upwind,3.871960746406205e-08,0.0
0.8075,upwind,2.7870400082361436e-08,0.0
0.8125,upwind,2.0598126203089557e-08,0.0
0.8175,upwind,1.6139405658827927e-08,0.0
0.8225,upwind,1.4091409498774254e-08,0.0
0.8275,upwind,1.4394263552297352e-08,0.0
0.8325,upwind,1.735853639186175e-08,0.0
0.8375,upwind,2.3745138629724457e-08,0.0
0.8425,upwind,3.491111401446088e-08,0.0
0.8475,upwind,5.304250793902315e-08,0.0
0.8525,upwind,8.150537771291721e-08,0.0
0.8575,upwind,1.2535880354790983e-07,0.0
0.8625,upwind,1.920903499192558e-07,0.0
0.8675,upwind,2.926558450337152e-07,0.0
0.8725,upwind,4.429327788819357e-07,0.0
0.8775000000000001,upwind,6.657314044522481e-07,0.0
0.8825000000000001,upwind,9.935512249235666e-07,0.0
0.8875000000000001,upwind,1.4723245058447033e-06,0.0
0.8925000000000001,upwind,2.166454317636968e-06,0.0
0.8975,upwind,3.165533844969619e-06,0.0
0.9025,upwind,4.593227508909523e-06,0.0
0.9075,upwind,6.618903621146819e-06,0.0
0.9125,upwind,9.472732956656653e-06,0.0
0.9175,upwind,1.3465106995251794e-05,0.0
0.9225,upwind,1.9011381616483956e-05,0.0
0.9275,upwind,2.666311315221779e-05,0.0
0.9325,upwind,3.7147118436112766e-05,0.0
0.9375,upwind,5.1413851174034444e-05,0.0
0.9425,upwind,7.0696733482038e-05,0.0
0.9475,upwind,9.658420108185464e-05,0.0
0.9525,upwind,0.00013110629806552883,0.0
0.9575,upwind,0.0001768376745385369,0.0
0.9625,upwind,0.0002370187779565622,0.0
0.9675,upwind,0.0003156968653165385,0.0
0.9725,upwind,0.00041788817684122314,0.0
0.9775,upwind,0.0005497621815374705,0.0
0.9825,upwind,0.0007188482125490734,0.0
0.9875,upwind,0.0009342640413460277,0.0
0.9925,upwind,0.0012069649865428722,0.0
0.9975,upwind,0.0015500110159516536,0.0
0.0025,mc,3.847216117695105e-20,0.0
0.0075,mc,1.4064555416615494e-19,0.0
0.0125,mc,5.132897059426519e-19,0.0
0.0175,mc,1.8702828698605886e-18,0.0
0.0225,mc,6.8046706533607355e-18,0.0
0.0275,mc,2.4723211940521923e-17,0.0
0.0325,mc,8.970978187618437e-17,0.0
0.0375,mc,3.2512287422204117e-16,0.0
0.0425,mc,1.1769569010707941e-15,0.0
0.0475,mc,4.2560671765218084e-15,0.0
0.0525,mc,1.5375108242247992e-14,0.0
0.0575,mc,5.5489931102518816e-14,0.0
0.0625,mc,2.0008696837785842e-13,0.0
0.0675,mc,7.208624124457462e-13,0.0
0.0725,mc,2.594976786504131e-12,0.0
0.0775,mc,9.334241991786605e-12,0.0
0.0825,mc,3.355093807037306e-11,0.0
0.08750000000000001,mc,1.2051042936126357e-10,0.0
0.0925,mc,4.325658148749301e-10,0.0
0.0975,mc,1.5516707776620754e-09,0.0
0.10250000000000001,mc,5.562603951361157e-09,0.0
0.1075,mc,1.9929598964218835e-08,0.0
0.1125,mc,7.136273219198638e-08,0.0
0.11750000000000001,mc,2.553906886806068e-07,0.0
0.1225,mc,9.134927849378307e-07,0.0
0.1275,mc,3.2657098915291943e-06,0.0
0.1325,mc,1.1669193614451e-05,0.0
0.1375,mc,4.168026126772865e-05,0.0
0.14250000000000002,mc,0.00014877003692123267,0.0
0.1475,mc,0.000531240021445642,0.0
0.1525,mc,0.001835980524540726,0.0
0.1575,mc,0.005201535322264745,0.0
0.1625,mc,0.012222049805836048,0.0
0.1675,mc,0.025094048739921562,0.0
0.17250000000000001,mc,0.04661158522877744,0.0
0.1775,mc,0.07997937938724312,0.0
0.1825,mc,0.12847135758297504,0.0
0.1875,mc,0.19491221928870311,0.0
0.1925,mc,0.28107302793201194,0.0
0.1975,mc,0.38694655885498447,0.0
0.2025,mc,0.5102202991510951,1.0000000000000009
0.20750000000000002,mc,0.6453811518531543,0.9999999999999953
0.2125,mc,0.7833941938362667,1.0000000000000009
0.2175,mc,0.9080956442402061,1.0000000000000009
0.2225,mc,0.9898230751391645,1.0000000000000009
0.2275,mc,0.9999999999999978,1.0000000000000009
0.2325,mc,0.9999999999999978,1.0000000000000009
0.23750000000000002,mc,0.9999999999999974,0.9999999999999953
0.2425,mc,0.9999999999999964,1.0000000000000009
0.2475,mc,0.9999999999999929,1.0000000000000009
0.2525,mc,0.9999999999999811,1.0000000000000009
0.2575,mc,0.9999999999999405,1.0000000000000009
0.2625,mc,0.999999999999795,1.0000000000000009
0.2675,mc,0.9999999999992732,1.0000000000000009
0.2725,mc,0.9999999999973979,1.0000000000000009
0.2775,mc,0.9999999999906573,1.0000000000000009
0.28250000000000003,mc,0.9999999999664395,1.0000000000000009
0.28750000000000003,mc,0.9999999998794789,0.9999999999999898
0.2925,mc,0.9999999995674224,1.0000000000000009
0.2975,mc,0.9999999984483157,1.0000000000000009
0.3025,mc,0.9999999944373805,1.0000000000000009
0.3075,mc,0.9999999800703832,1.0000000000000009
0.3125,mc,0.9999999286372478,1.0000000000000009
